WP_003150717.1	K00088	358.40	715.0	1.2e-216	IMP dehydrogenase [EC:1.1.1.205]
WP_003151098.1	K01937	102.30	871.0	1e-263	CTP synthase [EC:6.3.4.2]
WP_003151172.1	K02115	244.07	376.5	1.8e-114	F-type H+-transporting ATPase subunit gamma
WP_003151173.1	K02112	456.03	867.7	5.3e-263	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
WP_003152011.1	K00259	287.10	603.5	2.4e-183	alanine dehydrogenase [EC:1.4.1.1]
WP_003152221.1	K01661	382.77	480.7	4.3e-146	naphthoate synthase [EC:4.1.3.36]
WP_003152276.1	K16921	293.17	362.0	2.4e-110	acetoin utilization transport system ATP-binding protein
WP_003152428.1	K01940	219.43	614.5	2.7e-186	argininosuccinate synthase [EC:6.3.4.5]
WP_003152509.1	K03077	228.27	325.4	5e-99	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]
WP_003153100.1	K13280	62.73	119.9	1.5e-36	signal peptidase I [EC:3.4.21.89]
WP_003153123.1	K02356	135.93	287.5	1.7e-87	elongation factor P
WP_003153227.1	K02029	220.13	264.7	1.8e-80	polar amino acid transport system permease protein
WP_003153229.1	K02028	388.67	456.1	2.2e-138	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
WP_003153229.1	K23060	404.53	414.1	2.7e-126	arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]
WP_003153347.1	K06379	149.90	223.8	1.7e-68	stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1]
WP_003153347.1	K04757	54.40	78.0	1.5e-23	serine/threonine-protein kinase RsbW [EC:2.7.11.1]
WP_003153348.1	K03091	175.20	227.5	4e-69	RNA polymerase sigma-E/F/G factor
WP_003154064.1	K03666	20.53	108.8	2.8e-33	host factor-I protein
WP_003154591.1	K26248	121.63	239.6	2.6e-73	repressor Rok
WP_003155039.1	K15583	532.30	637.3	4.3e-193	oligopeptide transport system ATP-binding protein
WP_003155039.1	K02031	407.73	502.1	3.1e-152	peptide/nickel transport system ATP-binding protein
WP_003155043.1	K15581	353.53	440.4	6.4e-134	oligopeptide transport system permease protein
WP_003155043.1	K02033	263.60	351.9	6.4e-107	peptide/nickel transport system permease protein
WP_003155217.1	K00648	232.03	396.0	2.9e-120	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
WP_003155941.1	K04077	161.40	899.1	3.8e-272	chaperonin GroEL [EC:5.6.1.7]
WP_003156263.1	K03719	136.50	169.9	8.1e-52	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
WP_003156467.1	K02892	54.20	78.6	9.6e-24	large subunit ribosomal protein L23
WP_003156482.1	K02904	55.87	100.1	2e-30	large subunit ribosomal protein L29
WP_003156488.1	K02954	25.90	64.0	2.8e-19	small subunit ribosomal protein S14
WP_003219701.1	K07692	251.70	334.8	5.6e-102	two-component system, NarL family, response regulator DegU
WP_004264660.1	K06412	28.40	158.3	1.6e-48	stage V sporulation protein G
WP_004393130.1	K00819	488.13	692.8	5.5e-210	ornithine--oxo-acid transaminase [EC:2.6.1.13]
WP_007407248.1	K16203	85.17	319.9	2e-97	D-amino peptidase [EC:3.4.11.-]
WP_007407383.1	K19428	327.60	372.9	3.4e-114	sugar transferase EpsL [EC:2.-.-.-]
WP_007407393.1	K00903	265.97	322.0	7.1e-98	protein-tyrosine kinase [EC:2.7.10.3]
WP_007407552.1	K19420	199.23	301.5	6.4e-92	protein tyrosine kinase modulator
WP_007407833.1	K06605	202.20	446.6	3.7e-136	myo-inositol catabolism protein IolH
WP_007408166.1	K03570	57.97	211.2	3.1e-64	rod shape-determining protein MreC
WP_007408329.1	K06336	48.93	193.9	7.5e-59	spore coat-associated protein N
WP_007408346.1	K06397	57.50	194.0	3.8e-59	stage III sporulation protein AH
WP_007408534.1	K15977	61.93	109.9	2.8e-33	putative oxidoreductase
WP_007408540.1	K00355	113.30	166.4	1.4e-50	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
WP_007408704.1	K01255	416.50	537.5	7.4e-163	leucyl aminopeptidase [EC:3.4.11.1]
WP_007409113.1	K15582	356.77	438.3	1.6e-133	oligopeptide transport system permease protein
WP_007409113.1	K02034	258.37	361.3	1e-109	peptide/nickel transport system permease protein
WP_007409411.1	K06378	111.70	146.6	8.5e-45	stage II sporulation protein AA (anti-sigma F factor antagonist)
WP_007409411.1	K04749	65.97	98.6	6.8e-30	anti-sigma B factor antagonist
WP_007409644.1	K19689	72.97	465.2	4.8e-141	aminopeptidase [EC:3.4.11.-]
WP_007409714.1	K03091	175.20	339.9	3.3e-103	RNA polymerase sigma-E/F/G factor
WP_007410056.1	K11619	63.43	120.3	5.9e-37	lia operon protein LiaI
WP_007410057.1	K11620	214.60	233.3	3e-71	lia operon protein LiaH
WP_007410057.1	K03969	82.97	135.2	4.8e-41	phage shock protein A
WP_007410404.1	K02874	98.37	194.8	3.3e-59	large subunit ribosomal protein L14
WP_007609791.1	K03118	62.97	280.2	3.4e-85	sec-independent protein translocase protein TatC
WP_007610368.1	K06418	49.37	101.0	7.9e-31	small acid-soluble spore protein A/B/C/D
WP_007610590.1	K02032	423.23	543.0	2e-164	peptide/nickel transport system ATP-binding protein
WP_007610590.1	K10823	494.50	499.9	1.2e-151	oligopeptide transport system ATP-binding protein
WP_007610911.1	K15973	105.93	182.6	6e-56	MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor
WP_007610941.1	K00567	171.17	181.8	2.6e-55	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]
WP_007611962.1	K04564	35.63	295.9	4.6e-90	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
WP_007612991.1	K17236	336.57	416.2	8.1e-127	arabinooligosaccharide transport system permease protein
WP_007612991.1	K02026	276.57	298.9	5.5e-91	multiple sugar transport system permease protein
WP_007613029.1	K01868	161.83	862.1	7.3e-261	threonyl-tRNA synthetase [EC:6.1.1.3]
WP_007613085.1	K01755	173.90	737.6	2.2e-223	argininosuccinate lyase [EC:4.3.2.1]
WP_007613932.1	K19420	199.23	242.2	7.3e-74	protein tyrosine kinase modulator
WP_012117512.1	K01870	499.60	1127.9	0	isoleucyl-tRNA synthetase [EC:6.1.1.5]
WP_012118534.1	K11184	114.53	138.0	8.2e-43	catabolite repression HPr-like protein
WP_012118534.1	K02784	85.87	113.6	1.1e-34	phosphocarrier protein HPr
WP_012118695.1	K06314	99.93	302.2	2.9e-92	prespore-specific regulator
WP_012118762.1	K03739	276.73	525.3	1.5e-159	membrane protein involved in D-alanine export
WP_014417077.1	K06872	46.13	63.9	2e-19	uncharacterized protein
WP_014417223.1	K07104	84.37	370.3	1.3e-112	catechol 2,3-dioxygenase [EC:1.13.11.2]
WP_014417273.1	K01992	16.63	25.6	6.4e-08	ABC-2 type transport system permease protein
WP_014417341.1	K00231	136.83	465.6	3.5e-141	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
WP_014417349.1	K01342	382.40	478.2	3.9e-145	subtilisin [EC:3.4.21.62]
WP_014417349.1	K14645	310.63	347.9	1.6e-105	serine protease [EC:3.4.21.-]
WP_014417374.1	K28810	32.70	58.1	7.3e-18	spo0E family aspartyl-phosphate phosphatase
WP_014417415.1	K01867	141.70	433.6	1.6e-131	tryptophanyl-tRNA synthetase [EC:6.1.1.2]
WP_014417624.1	K24951	79.77	263.8	1.4e-80	membrane protein, antimicrobial resistance system
WP_014417626.1	K24948	392.97	468.6	2.6e-142	antimicrobial peptide resistance transport system permease protein
WP_014417626.1	K02004	51.20	120.4	8.4e-37	putative ABC transport system permease protein
WP_014418018.1	K00615	241.50	748.4	1.2e-226	transketolase [EC:2.2.1.1]
WP_014418163.1	K00432	57.33	263.9	2e-80	glutathione peroxidase [EC:1.11.1.9]
WP_014418276.1	K03088	99.13	141.8	4.3e-43	RNA polymerase sigma-70 factor, ECF subfamily
WP_014418595.1	K17234	318.03	602.3	5.6e-183	arabinooligosaccharide transport system substrate-binding protein
WP_014418595.1	K02027	194.17	203.7	1.1e-61	multiple sugar transport system substrate-binding protein
WP_014418691.1	K07979	107.87	179.8	4e-55	GntR family transcriptional regulator
WP_014418737.1	K00459	252.27	393.6	2.3e-119	nitronate monooxygenase [EC:1.13.12.16]
WP_014418851.1	K08217	242.13	320.7	1.5e-97	MFS transporter, DHA3 family, macrolide efflux protein
